HomePlanet;Cabin;Destination;Transported
2;21251;1;0
1;125460;2;1
1;125301;1;0
1;125311;1;1
1;125321;3;0
1;82251;1;0
2;41110;1;1
1;106331;1;1
1;125470;2;0
2;41251;1;0
2;41251;3;1
2;41251;1;0
2;41251;1;1
2;41251;3;1
2;41251;1;1
1;125351;2;0
1;125361;1;0
2;300;1;1
0;106351;1;1
0;106351;1;1
0;106351;1;1
-4;61081;2;0
1;82050;1;0
1;125500;1;1
1;125500;2;0
2;310;3;0
1;125371;2;1
0;61091;1;0
1;106940;1;0
1;125510;2;1
0;106381;1;1
1;106960;3;0
1;125391;1;0
1;106970;2;0
1;125530;1;1
1;106980;3;0
1;106990;1;0
1;82070;1;0
1;125540;3;1
0;106411;1;1
1;125401;1;0
0;106421;1;1
0;106431;1;1
2;21050;1;1
2;21050;3;0
1;125411;1;1
1;125411;1;1
1;125411;1;1
1;125411;1;1
1;107000;2;1
1;125421;3;0
2;21060;1;1
1;125431;1;0
1;125451;1;1
0;82311;1;0
1;125560;2;1
1;125570;3;1
1;125461;1;0
1;125461;1;1
1;125461;3;0
2;41120;1;0
2;41120;1;0
1;125471;1;1
1;107010;1;0
1;125580;1;1
2;21070;1;0
2;21070;3;1
2;21070;1;1
1;125590;2;0
1;107020;1;0
-4;107030;1;1
0;106461;1;1
0;61080;1;0
1;125481;1;0
1;107040;2;0
2;82090;3;1
2;82090;1;1
1;125610;1;1
1;82331;1;0
2;82341;1;0
1;125491;1;0
2;41130;3;1
2;41130;1;1
1;125511;1;1
0;107050;1;1
1;107060;2;0
2;41140;3;0
1;125620;1;1
1;125531;2;0
1;125531;1;1
1;125640;1;1
1;107070;3;0
2;21301;1;1
2;21301;1;1
-4;21301;3;1
2;21301;1;0
1;125650;1;0
1;106471;3;0
1;107080;1;0
1;106481;1;1
2;21311;3;1
2;21311;1;1
2;21311;1;1
2;21311;1;1
1;125541;1;0
1;125551;2;1
1;106491;1;0
1;125561;1;0
2;21321;3;1
2;21321;1;1
1;125670;1;0
1;125680;1;0
0;107090;1;1
1;125581;2;1
0;107100;3;1
1;125601;1;1
1;125690;2;0
2;41150;1;1
1;125611;1;0
1;125611;1;0
0;107110;1;0
1;107120;1;0
1;125621;1;1
2;21090;1;1
1;125631;1;0
1;125631;3;1
1;106541;1;0
2;21100;1;1
2;21100;1;0
2;21100;3;1
2;21100;1;1
2;41261;1;1
2;41261;1;0
2;41261;3;1
1;125710;3;1
1;125710;3;1
1;125710;3;1
1;125710;1;0
2;21110;1;0
1;106551;2;0
1;107170;2;0
1;125730;1;0
1;107180;2;1
2;82371;1;0
2;82371;1;1
2;82371;1;1
1;106561;1;1
2;391;3;0
2;61100;1;0
2;61100;1;0
0;107190;1;0
0;107190;1;1
2;61110;1;1
2;61110;3;1
1;107200;1;0
1;82381;1;0
2;41271;1;1
2;41271;1;1
2;41271;3;1
2;41271;1;1
0;107220;1;1
0;107220;1;0
0;61130;1;0
1;125740;1;0
1;125740;1;1
1;107230;1;1
1;125740;1;0
0;-1;1;0
1;125750;1;1
2;21130;3;1
0;106611;3;0
1;106621;3;0
1;125760;1;0
0;107250;1;0
0;107250;1;1
1;125661;1;1
1;125770;1;1
1;125770;1;1
1;125770;1;1
-4;125780;1;0
1;-1;2;1
2;-1;3;1
2;21351;1;1
-4;106641;1;1
0;107270;1;1
0;107290;1;0
1;106661;1;1
1;125681;1;1
0;107310;3;0
0;107310;1;1
0;82110;1;0
1;107320;1;0
0;-1;1;0
0;106681;1;1
2;401;3;1
1;107330;3;0
1;82391;1;0
1;125790;2;1
0;106691;1;1
2;41160;1;1
2;41160;3;1
2;41160;1;1
1;106721;1;0
0;61121;3;0
1;125800;1;1
1;125701;1;0
1;125701;2;0
1;125701;1;0
2;21361;3;0
2;21361;1;1
0;-1;1;0
1;107350;1;1
1;125721;1;1
0;61150;1;0
0;107370;1;1
0;61160;1;0
0;61170;2;1
0;107380;1;1
0;61180;1;1
0;82120;3;0
0;61190;3;0
1;125810;1;1
1;125820;1;0
1;125830;2;1
1;125731;3;1
1;107390;1;0
1;107400;1;0
0;107410;1;1
-4;125741;2;1
1;125840;1;0
1;106731;2;0
1;107420;1;1
0;107430;1;0
0;-1;3;1
1;106751;2;0
1;125850;1;1
1;106761;1;1
1;125860;1;0
0;61200;1;0
0;61200;1;0
1;82140;1;0
0;61210;2;1
0;82150;1;0
1;125880;2;1
2;21391;1;1
0;107450;1;1
1;125890;1;0
1;-1;3;0
1;125801;1;1
0;106781;1;1
1;125920;3;1
1;125930;1;0
0;107470;-4;1
2;61220;3;1
2;61220;1;1
2;61220;1;1
2;41180;3;0
2;41180;1;0
2;41180;3;1
2;41180;3;1
1;125821;-4;1
1;106801;1;1
1;82411;1;1
1;107480;1;1
1;107490;1;0
1;125831;3;0
1;106821;1;1
1;125841;3;1
2;21140;1;0
2;21150;3;1
2;41190;3;1
2;41190;3;0
-4;125940;1;0
1;82160;1;1
1;125861;1;1
1;107520;3;0
0;107530;1;1
1;107540;2;0
1;107550;1;0
1;82421;1;1
0;61230;1;0
2;21401;1;1
1;82441;3;0
1;125891;1;0
1;125950;2;1
1;125950;1;0
1;-1;1;1
1;107570;1;0
0;106861;1;1
0;61240;1;1
0;61240;1;1
0;61240;1;1
0;61240;1;1
0;61240;1;1
2;41321;3;1
1;106871;2;0
1;125960;1;1
1;125911;1;0
1;125921;1;0
1;106891;3;0
1;106891;1;0
1;106901;1;0
1;125931;1;1
1;82451;1;1
1;125941;1;0
2;21421;3;1
2;21421;3;1
0;106911;1;1
1;125951;3;1
2;421;3;1
2;41200;3;1
1;82461;1;0
1;126001;3;1
1;106941;2;0
1;82471;1;1
2;21160;1;0
2;41210;3;0
2;41210;3;1
2;21441;3;1
2;21441;1;0
0;107610;1;1
1;106961;1;0
0;106971;3;1
0;106971;1;1
0;106971;1;1
1;107620;1;1
0;107630;1;0
1;125980;1;0
1;126031;1;1
2;41230;3;1
2;41230;3;1
2;41230;3;1
2;41230;1;0
1;107670;1;0
0;82200;1;0
-4;107680;1;1
0;107680;1;0
1;106991;1;0
1;107690;1;0
0;107700;1;0
0;107700;1;1
1;126041;1;0
1;126041;-4;1
1;126000;3;1
1;126010;3;0
1;126010;1;0
1;126010;3;0
0;107001;1;1
0;107001;1;0
0;107001;1;1
2;41331;1;1
2;41331;3;1
2;41331;1;1
0;107021;1;0
0;61161;2;0
1;126020;2;0
1;126020;1;0
1;126020;1;1
1;126020;1;0
1;126030;1;1
0;-1;1;0
0;107041;1;1
1;126091;1;1
1;126040;1;1
1;126121;2;1
1;126050;2;1
2;431;3;1
2;431;1;0
2;431;1;1
2;431;3;0
2;61181;1;0
1;126060;2;1
2;61191;1;1
2;61191;3;0
2;21451;1;1
1;126141;1;0
1;126141;3;1
1;126151;1;0
2;21170;1;1
1;126070;3;0
1;126070;1;1
1;126161;1;0
0;82491;2;1
1;126080;1;0
2;21180;1;0
2;21180;1;1
2;21180;1;0
2;21180;3;1
0;107740;1;1
2;21190;3;1
2;21190;1;1
1;107750;1;0
1;126100;1;0
1;-1;1;1
2;61201;1;0
1;107760;3;0
1;126110;1;1
1;-1;1;0
1;126120;2;0
0;107071;1;1
1;126171;1;1
1;126181;1;0
1;126181;2;1
1;126191;1;1
1;126130;2;1
-4;82220;3;1
0;107091;1;1
2;21461;3;0
1;107101;1;1
0;82511;1;0
1;126150;1;1
2;21200;1;0
1;126160;3;1
1;107770;1;1
1;107111;2;1
1;107111;1;1
1;107111;2;1
1;107780;1;0
1;126170;1;0
1;107780;1;0
0;107121;1;1
0;107121;1;1
2;41341;1;1
2;21471;3;1
1;107131;1;1
1;107141;1;1
2;441;1;0
1;107800;3;0
1;126180;1;0
1;126190;1;0
0;82521;1;0
0;61211;1;0
0;107161;1;1
0;107161;1;1
0;61221;1;1
0;61270;1;0
1;126201;1;1
-4;126200;1;1
1;126221;3;1
2;41361;3;1
2;21210;3;1
2;21220;1;0
2;82531;1;1
1;126220;3;0
0;107820;1;0
1;107830;1;0
1;107840;1;0
1;126231;1;1
1;126241;1;0
0;107860;1;1
0;61280;1;0
1;107171;1;0
2;61290;1;1
1;107870;1;0
1;82250;1;0
0;82260;1;0
1;-1;1;0
0;107900;1;1
1;-1;2;0
1;107181;2;0
0;107191;1;1
1;126251;2;1
-4;126261;1;0
1;126271;3;0
0;61231;1;0
1;126270;1;0
1;82551;2;0
0;107231;1;1
1;82270;1;1
0;82280;1;0
0;107930;1;0
1;107940;3;0
1;126300;1;1
2;41260;1;0
1;107950;1;0
1;126310;1;0
2;41371;3;0
2;41371;3;1
2;41371;1;1
2;41371;3;1
2;41371;1;1
2;41371;1;1
2;41371;3;1
2;41270;1;0
0;107960;1;1
1;107251;2;1
1;126320;1;1
1;107261;-4;1
2;82300;3;1
0;107291;3;1
0;82561;1;1
0;82561;1;0
0;61241;1;0
0;107291;1;1
0;107291;1;0
0;61241;1;0
2;61251;1;1
-4;107970;1;0
1;107980;1;1
1;107311;1;0
1;126301;1;1
1;126301;-4;0
1;126301;1;1
1;107311;3;1
1;126301;1;1
1;126301;1;0
2;21481;3;1
2;21491;3;1
0;107990;1;1
1;108000;1;0
1;126311;1;0
1;82581;1;1
1;82320;1;0
0;108010;3;0
2;21501;3;1
2;21501;1;0
2;21501;3;1
1;126330;2;1
1;126331;-4;1
1;126341;1;1
1;107351;2;1
0;82330;1;0
0;82330;1;0
0;82330;1;1
-4;41401;3;1
1;126350;1;0
1;126361;1;1
2;82340;1;1
1;126360;3;0
1;126360;1;0
1;126360;3;1
1;126360;2;0
1;108040;1;0
1;126360;3;1
1;126371;1;0
1;126391;1;1
2;41411;1;1
-4;107361;1;0
1;82601;1;1
1;126401;2;1
1;107371;1;1
1;107381;-4;0
1;107381;2;0
1;126411;1;1
2;61281;1;0
2;61281;3;1
2;21240;1;0
1;108060;1;0
1;82621;1;1
1;126410;2;1
1;108080;1;0
1;126420;1;1
1;126420;3;1
1;82631;3;1
1;108100;1;0
2;41421;3;0
2;41421;3;1
2;82641;-4;0
2;82641;3;1
1;107401;3;0
1;108110;3;0
0;82651;1;1
0;61291;3;1
1;126421;3;1
1;126431;2;0
1;126441;1;0
1;107421;1;1
0;107431;-4;1
0;107431;1;1
0;107431;1;1
1;82370;1;0
0;61320;1;0
1;126430;1;0
1;126451;2;0
0;107451;1;0
1;126440;1;0
0;108120;1;0
1;108140;1;0
1;82380;1;0
2;41431;1;1
1;107461;1;0
1;126471;1;0
1;126481;1;1
0;107471;1;0
1;126460;1;0
1;108170;1;0
1;126460;3;1
1;107481;1;0
0;107491;1;1
1;126470;3;1
1;82390;2;0
1;126480;2;1
1;126501;1;1
1;108180;1;0
1;126490;1;1
1;126490;1;1
0;108190;1;0
1;126500;1;0
0;107511;1;1
1;126510;1;0
2;82400;-4;1
1;107521;1;1
1;126521;1;1
2;-1;1;1
1;82410;1;1
1;126530;1;1
1;-1;2;0
1;126541;2;1
1;126540;1;0
0;107551;1;0
0;107551;1;0
1;108220;1;1
0;61340;1;0
1;108230;1;0
1;107561;2;0
2;21521;1;1
1;126550;1;0
1;108250;2;0
1;126550;3;0
1;126550;1;0
1;126550;1;0
1;126550;3;1
1;108260;2;1
1;126571;3;0
2;41290;3;1
1;126560;1;0
1;126581;1;1
1;107571;1;0
1;126581;1;1
1;107581;1;1
1;126591;1;1
1;126591;2;1
1;126591;3;0
1;107581;-4;1
1;126591;3;1
1;126591;1;0
0;82420;1;0
1;108270;1;1
1;126570;1;1
1;126570;1;1
1;126570;1;0
1;-1;1;0
1;126570;2;1
1;108290;2;1
1;126570;1;1
1;126570;1;0
1;126601;3;1
1;126601;1;1
1;107591;2;1
1;126601;1;0
1;107591;3;1
0;107601;1;1
1;-1;3;1
1;126580;1;0
0;82430;1;0
2;21250;1;0
2;21250;3;0
1;82681;3;0
0;82691;1;0
0;107611;1;1
0;107611;1;1
0;82691;1;0
0;107611;1;0
1;107621;1;0
1;82450;3;1
2;21260;3;0
0;108320;1;0
1;108330;2;0
1;82460;1;0
2;21541;3;1
1;126590;2;1
-4;126611;1;1
1;-1;1;0
1;126611;1;0
1;126611;1;0
1;126611;1;0
2;41310;3;1
2;41310;1;1
1;126610;2;1
2;41441;3;1
0;82470;1;0
1;126620;3;1
1;126621;1;0
1;126631;2;1
1;126641;2;0
1;107641;1;0
1;126630;1;0
2;461;1;1
2;461;3;1
2;461;3;1
1;82480;1;0
0;107651;1;0
0;107651;1;1
0;107651;1;1
0;61350;1;0
1;126640;2;1
1;126661;1;1
2;471;3;0
2;350;3;0
1;126681;1;1
1;108360;1;0
1;126691;1;0
1;108380;1;0
0;61301;1;0
0;107661;1;1
0;107661;1;1
1;126701;1;1
1;107671;1;1
1;126650;1;0
2;21551;3;0
2;21551;1;1
2;61311;1;0
1;107681;3;1
2;21270;-4;1
2;21270;3;1
1;126711;1;1
2;41451;1;0
1;82500;1;0
-4;126670;1;0
0;107711;3;0
1;108390;3;0
1;126680;3;0
0;82520;1;0
2;41461;1;1
2;61321;1;1
2;481;1;1
0;61331;1;1
1;107721;1;1
1;108410;1;0
1;126710;3;0
0;108420;1;1
1;82530;1;0
1;126720;1;0
1;126730;1;1
0;107731;1;0
2;21280;1;1
1;126740;1;0
1;126750;1;0
1;126751;1;1
1;126761;1;0
2;21581;3;1
2;21581;1;1
1;108430;1;1
1;82550;1;0
1;126781;1;1
2;21290;3;1
2;21290;1;1
0;82701;1;1
1;126791;2;0
1;107741;1;1
1;126801;2;0
1;126770;2;1
2;21300;1;1
0;108460;1;0
0;108460;1;1
0;108460;1;1
1;108470;1;0
0;-1;1;1
2;41471;1;1
1;126780;3;0
-4;-1;1;1
0;107771;1;0
1;107781;3;0
1;108510;2;0
1;126790;1;0
2;41481;1;1
0;82580;1;0
1;82590;1;0
1;108520;2;0
2;41491;1;1
2;41491;1;1
1;126820;3;1
1;107801;1;1
1;126830;3;1
1;108530;1;0
0;107811;1;1
1;126840;3;0
1;82731;1;0
1;107821;1;0
0;107831;1;1
1;126831;3;1
1;126850;1;1
2;21320;3;1
2;21320;3;1
1;-1;2;0
1;108550;1;0
1;82600;1;0
2;61400;1;1
2;61400;1;1
2;21330;1;1
1;126860;1;0
0;108560;1;1
0;108560;1;0
-4;108560;1;1
0;108560;3;0
0;108560;1;0
0;108560;1;1
0;61410;1;1
1;82610;1;0
1;108570;1;0
1;108580;3;0
0;108590;1;1
0;108590;1;1
0;108590;1;1
0;108590;1;0
0;61420;1;0
0;108590;1;1
0;108590;3;1
2;21611;1;1
2;21611;3;1
2;21611;3;0
1;126870;1;0
2;501;1;1
2;501;1;1
2;41330;1;1
2;41330;-4;1
2;-1;1;1
2;41330;1;1
2;41330;3;0
2;41330;3;1
2;511;3;0
2;511;1;0
2;511;3;0
1;107841;1;0
1;108600;3;0
1;126880;1;1
1;126851;3;1
1;108610;1;1
1;126861;3;0
0;61351;1;0
0;108620;3;1
1;126881;1;1
1;107861;1;1
1;107861;1;1
1;126891;1;0
1;107871;1;1
0;61430;1;0
1;126910;2;1
1;126910;1;0
1;126910;1;1
1;107891;1;0
1;108650;1;0
-4;21631;1;1
2;21631;3;1
0;61440;3;0
2;41511;3;1
2;41511;3;1
2;41340;1;1
-4;126901;1;1
1;126911;2;0
2;82620;1;0
0;61450;1;0
2;21340;1;1
-4;21340;1;1
0;108670;1;1
0;108670;1;1
0;108680;1;1
0;108680;1;0
0;108680;1;0
1;82630;1;0
1;108690;1;1
1;126920;1;0
1;82640;1;0
0;107901;3;1
0;82751;3;1
0;82660;1;0
1;108720;3;0
1;108730;1;0
1;107911;3;1
2;21641;1;1
2;21350;1;0
1;82771;1;1
2;21651;3;1
1;108750;1;0
2;41521;1;1
0;108770;1;1
0;61361;1;0
1;107941;1;1
1;126951;1;1
1;126930;1;0
2;21661;1;1
2;21661;1;1
2;21661;3;1
1;108790;1;0
1;107951;1;1
1;126960;1;0
2;21360;3;0
2;21360;1;1
2;21360;1;0
1;126970;2;1
1;108800;1;0
1;126980;1;0
1;126980;1;1
1;108800;1;1
1;126980;1;0
1;126980;1;0
1;126980;1;0
1;108800;3;0
1;108810;1;0
2;370;1;0
2;370;1;0
2;370;1;0
0;107961;1;1
1;126961;1;1
0;61371;3;1
2;41350;1;1
2;41350;3;0
1;107971;1;0
1;126971;2;1
1;127000;1;1
1;108830;1;1
2;-1;3;0
2;380;1;1
1;107991;1;1
1;108840;2;0
1;126981;1;1
2;41541;1;1
0;82670;1;0
0;108900;1;1
1;127011;1;0
2;521;3;1
1;108011;1;1
1;127021;1;1
0;61470;3;1
0;-1;1;1
1;127031;1;0
2;21380;3;0
-4;127041;2;1
2;82690;3;1
1;127060;3;1
1;108031;3;1
1;127051;1;0
1;108930;1;0
1;127070;2;1
1;127070;2;1
0;108051;3;1
1;82700;1;0
1;127090;1;1
1;108071;1;0
2;21390;1;0
1;82720;1;1
1;127100;1;1
1;108940;2;0
0;61391;1;1
0;108081;1;1
1;127110;1;0
1;82730;1;0
0;108101;3;1
0;108101;1;1
0;108101;1;0
0;108101;3;1
1;108111;1;1
1;108121;-4;0
0;61401;3;1
1;127071;3;1
2;21410;3;0
2;531;1;1
0;82811;1;0
2;41551;1;1
2;41551;1;1
2;-1;1;1
2;41551;3;1
0;108131;1;1
2;41561;1;1
2;41561;1;1
2;41561;3;1
0;108141;1;0
1;108151;1;1
1;127081;2;1
1;108161;1;1
1;127170;1;0
1;82740;3;1
1;127180;1;0
2;21420;1;1
0;82750;1;0
1;127091;1;1
1;127091;2;0
1;108950;-4;0
2;41571;1;1
2;41571;1;1
1;82760;1;0
2;21671;3;1
0;61480;1;0
1;108181;2;1
2;41370;1;0
2;41370;3;1
2;41370;3;0
0;108960;1;1
1;108191;3;1
2;21681;1;1
1;127200;2;1
-4;108980;1;0
1;108990;2;1
1;127101;3;1
0;109000;3;1
1;108201;1;0
1;-1;1;0
2;41581;1;1
2;41581;3;0
-4;41581;1;1
2;41581;1;1
2;41581;3;1
0;108211;1;1
0;82831;1;0
1;108221;2;0
1;82841;2;1
1;109010;2;1
2;21691;1;1
2;21701;1;1
2;21701;1;1
0;109020;2;0
2;21711;1;1
0;109030;1;1
0;109030;1;1
0;109030;1;0
1;109040;1;1
1;127141;3;0
1;127220;1;0
1;82780;1;0
1;109050;1;0
1;127151;1;0
1;-1;2;1
1;127240;1;0
0;82851;1;0
0;108301;3;1
0;108301;-4;1
1;127161;3;1
1;127161;2;1
1;127250;2;0
1;108311;1;0
1;127171;-4;0
1;127260;1;0
2;41591;1;1
1;127191;1;1
0;109060;1;1
2;41601;1;1
1;127201;1;0
1;127211;2;1
1;127221;1;0
0;108331;1;0
2;21430;3;1
2;21721;1;1
2;21721;1;1
0;82871;1;0
0;108351;1;1
2;61411;3;0
2;61411;1;0
2;41621;3;1
0;82881;1;0
1;108361;2;1
1;127270;3;0
1;127280;1;0
1;127290;2;0
1;127300;2;1
1;127251;1;1
0;109100;1;0
-4;109110;1;1
2;21440;3;1
2;21440;1;1
2;21440;3;1
1;82911;1;0
1;109120;1;0
2;21751;1;0
2;21751;1;0
2;21751;3;1
2;21751;3;1
2;21751;1;1
1;-1;1;1
1;109130;1;1
0;61421;1;1
2;41400;3;1
2;41400;3;1
2;41400;3;1
2;41400;1;0
-4;109140;1;1
1;127271;1;1
2;61490;1;0
1;109160;1;1
1;109170;1;1
1;127330;2;1
0;108381;1;1
1;109180;1;0
2;21450;-4;1
2;21450;1;1
1;127281;1;0
2;541;1;0
2;541;1;0
2;541;1;0
2;400;3;0
1;109190;1;1
2;21460;1;1
2;21460;3;0
1;108391;1;0
1;127340;2;0
1;109200;1;0
0;108411;3;0
0;82921;1;0
1;127301;1;1
1;127301;1;1
1;127301;1;1
2;551;1;0
2;551;3;1
1;109210;1;0
1;127311;3;0
0;61500;1;0
1;127321;3;0
1;127321;1;1
1;127321;1;1
1;127321;1;0
1;127321;1;1
0;61510;1;0
0;61510;1;0
0;109220;1;1
0;109220;1;0
1;127331;1;1
1;127350;1;0
2;61431;3;0
2;21480;1;0
1;127360;1;1
1;108451;1;1
0;108461;1;1
1;109240;3;1
1;127370;1;0
1;127341;3;0
1;127341;2;0
1;127341;2;1
1;127341;1;0
1;127341;1;1
1;127341;1;1
1;127341;1;0
1;127341;1;0
1;108471;1;0
-4;127351;1;1
0;82810;1;0
2;41651;3;1
2;41651;1;0
0;82941;1;0
0;109260;3;0
0;82830;1;0
0;109260;1;0
0;82951;1;1
0;61441;2;1
0;61441;1;1
2;21771;1;1
2;21781;1;1
2;21781;3;1
0;82961;1;0
1;127361;1;1
1;127390;1;0
1;127390;3;1
1;108481;3;0
1;108491;1;0
1;127400;1;0
1;109290;1;0
1;108501;1;1
1;109300;2;1
1;127381;3;0
1;109330;1;0
2;41420;1;1
1;127391;1;1
2;21490;1;1
1;108511;3;1
1;109340;1;0
1;127420;1;0
1;108521;1;0
1;109350;1;0
1;127401;3;1
1;127401;1;1
2;21500;1;1
2;21500;3;1
0;109360;2;0
1;127430;1;1
1;127440;2;1
1;82971;1;1
1;82981;1;0
1;108531;1;1
0;109370;1;1
2;41430;2;0
1;127431;1;0
1;82860;1;0
2;41671;3;0
1;108541;1;1
1;127441;1;1
2;41681;3;0
2;21801;1;1
2;41691;3;1
1;127450;1;0
1;127460;1;0
1;109390;1;0
0;109400;1;0
2;21510;3;1
2;21510;3;0
2;41701;1;1
1;127451;1;1
1;127461;3;0
1;108561;1;1
0;108571;1;0
1;109410;1;0
1;109420;1;0
0;108581;1;1
0;108601;1;1
2;21811;1;1
2;21811;3;1
2;21821;3;0
0;109430;3;0
2;420;1;0
2;82870;3;1
0;108621;1;1
0;108621;1;1
0;108621;-4;1
0;108621;1;1
1;127501;1;1
2;41440;1;0
2;41440;1;0
2;41440;1;1
2;41440;1;0
2;41450;1;1
-4;127511;1;1
1;127480;1;1
1;109450;3;0
2;41711;3;1
2;41711;1;0
1;127531;1;0
1;127500;1;0
2;41721;1;0
2;41721;3;0
1;127510;2;0
1;108641;3;1
2;41731;1;0
1;127520;1;0
1;127541;1;1
1;127551;3;1
2;21520;1;1
0;108651;1;1
1;108661;1;0
1;127571;1;0
0;82890;1;1
1;127530;3;1
2;41460;2;1
0;108681;1;0
2;21831;1;1
2;21831;3;1
2;-1;1;1
2;21831;3;1
2;21831;1;1
-4;21831;1;0
2;21831;3;1
2;41751;1;1
1;108701;2;1
2;41470;3;1
2;41761;1;1
2;41761;1;1
2;41761;3;0
2;41761;1;0
2;41761;-4;0
1;127540;2;0
1;82991;1;0
1;127550;2;1
0;-1;1;0
2;21530;1;1
1;127601;3;1
1;108711;1;0
2;41781;1;0
1;109470;1;1
1;108721;3;1
2;21841;1;1
2;21841;1;1
1;108731;2;1
-4;108741;1;1
1;82900;1;0
1;127621;1;0
2;41791;1;1
1;-1;1;1
1;83021;-4;0
2;82910;1;1
2;21540;3;1
-4;21540;1;1
1;108751;1;0
1;127631;1;0
1;127560;1;0
2;61471;1;0
2;61471;1;0
1;108761;1;0
1;109480;-4;1
1;127570;3;0
1;127570;1;1
1;127570;1;0
1;109480;1;0
1;127570;1;0
1;127570;1;0
2;41480;1;0
2;41480;-4;1
2;-1;1;1
1;127651;1;1
1;127651;1;1
1;127651;1;1
1;127651;3;1
1;127651;1;1
1;127651;3;1
1;83031;1;0
1;127580;2;0
1;-1;1;1
2;41801;3;1
2;41801;3;1
1;127590;3;0
1;109500;-4;0
1;127600;1;1
2;41500;3;0
1;109510;1;0
2;41811;1;1
0;61550;1;0
0;109520;1;1
0;109520;1;1
0;61550;1;0
0;108781;1;1
1;127681;1;1
2;41821;1;1
2;21560;1;1
2;-1;1;0
1;127691;1;0
2;21861;1;0
2;21861;3;1
1;108811;3;1
0;108821;1;1
0;108821;1;0
0;108821;1;1
0;108831;1;1
1;109550;3;0
2;61560;3;0
1;127620;1;0
1;127620;1;1
0;83041;1;0
1;109570;3;0
0;109580;1;1
0;82930;1;0
0;109590;1;0
1;127640;2;1
1;108851;1;0
1;127650;1;0
1;127660;1;0
0;83051;1;1
1;108871;1;1
1;127711;1;1
1;108881;3;1
1;108881;2;0
1;127670;3;0
2;41871;1;1
2;41871;3;1
2;41871;1;1
2;41871;1;1
2;41871;1;1
0;108891;1;0
0;108891;-4;1
2;21580;-4;0
2;41510;1;1
2;41510;1;1
2;41510;1;1
1;82940;1;1
0;108931;1;0
0;108931;1;0
1;127731;1;1
0;109610;1;1
0;109610;3;1
0;109610;1;1
2;83061;1;1
2;41520;1;1
2;41520;3;1
1;127751;1;0
0;61491;1;0
2;571;1;0
2;571;1;0
0;109640;2;0
0;108951;1;0
1;83071;3;0
0;109650;1;1
2;41881;3;1
2;41881;3;1
1;108961;1;0
1;109660;1;0
1;108971;1;0
0;109680;1;1
0;109690;1;1
1;83081;1;1
1;127761;1;1
1;109001;3;1
1;109001;2;1
1;109710;3;0
1;127771;-4;1
0;109720;1;1
0;109720;1;1
0;109720;1;0
0;109720;1;1
1;127781;1;1
1;127791;1;1
2;581;1;0
0;83091;1;0
0;83091;1;1
2;-1;3;1
2;41891;1;0
2;41891;3;0
2;41891;3;1
2;41891;3;0
2;430;1;1
0;109031;1;1
2;21590;3;1
2;21600;1;1
1;127801;1;0
1;109041;1;0
2;21891;-4;0
1;127811;1;1
1;127821;1;1
2;83101;3;0
2;83101;1;1
1;109740;1;0
1;109051;1;1
0;-1;1;1
0;83111;-4;1
1;127831;2;1
0;109750;1;1
0;109750;1;1
0;109750;1;1
1;127730;1;0
1;109770;1;0
1;109061;1;1
1;127851;1;1
1;127851;1;1
1;127760;1;0
0;82990;1;0
1;-1;2;0
2;41901;3;1
1;127881;3;1
1;109071;3;1
0;109790;1;0
0;61501;1;1
0;109800;1;1
0;109810;3;1
0;109810;1;1
-4;109810;1;1
0;109810;1;1
1;127770;1;0
1;127891;2;1
1;127780;3;1
0;109820;1;0
1;109830;1;0
0;109840;1;1
1;83010;-4;0
0;-1;1;1
0;109111;1;1
1;109121;1;1
1;109131;1;0
-4;109151;1;1
2;21921;3;1
2;21921;1;0
2;21921;1;0
0;61521;1;0
2;83020;3;1
1;83141;1;0
1;127911;1;1
1;109171;1;1
1;109860;1;1
1;127921;1;1
1;127921;1;1
1;109181;2;1
2;41530;1;0
1;109201;1;1
1;127820;3;0
1;127830;1;0
2;380021;1;0
1;127840;3;0
1;109221;1;1
1;83040;1;1
1;127850;3;0
1;109900;2;0
2;41911;3;1
0;109251;1;1
0;109251;1;1
1;109261;1;1
0;109271;1;0
0;109291;1;0
1;127860;1;0
1;127870;3;0
0;83151;1;1
2;21931;1;0
-4;127880;1;1
0;83161;1;0
0;109301;1;1
1;109311;1;0
1;109910;1;1
2;41921;1;1
1;127941;2;0
1;127951;3;1
1;109321;1;1
2;21941;1;1
2;21941;3;1
1;127961;1;0
1;127971;3;1
1;127890;3;1
1;109920;1;0
1;109930;1;0
1;109331;1;1
1;127991;1;1
1;127991;2;1
1;109940;2;0
1;127900;1;0
1;83050;1;0
1;127910;1;0
1;109950;3;0
1;83171;1;0
1;109970;3;0
2;83060;1;0
1;109980;1;0
0;61600;1;0
0;109990;1;1
0;110000;1;1
1;127930;2;0
0;110010;1;1
2;21951;3;1
1;127940;3;1
1;128021;3;1
0;109351;1;1
0;109351;1;1
0;109351;1;1
0;110020;3;0
0;109361;1;1
0;109371;1;1
0;109371;1;1
0;109371;1;1
0;109371;1;1
0;110040;3;1
2;21610;-4;1
2;21610;1;1
0;61610;1;1
0;110050;3;1
0;109381;1;1
-4;109381;1;0
0;109381;1;0
0;109381;1;1
1;110060;1;0
1;128031;1;0
1;128041;3;1
1;110070;1;1
1;128051;-4;1
0;110080;1;0
1;128061;1;1
1;128061;1;1
0;110090;1;1
2;601;3;1
2;601;3;0
2;601;1;0
1;127980;2;1
